epoch,accuracy,loss,lr,val_accuracy,val_loss
31,0.7833719253540039,0.6824048161506653,0.000100000005,0.7555898427963257,0.7641266584396362
32,0.7887731194496155,0.6599167585372925,0.000100000005,0.7579028606414795,0.7638276219367981
33,0.794946014881134,0.6580064296722412,0.000100000005,0.7555898427963257,0.7718824744224548
34,0.8030478358268738,0.6412391066551208,0.000100000005,0.7725520133972168,0.7387511134147644
35,0.7961034178733826,0.6366373896598816,0.000100000005,0.7486507296562195,0.8075336813926697
36,0.7991898059844971,0.635638415813446,0.000100000005,0.7471086978912354,0.7667250037193298
37,0.7995756268501282,0.6433616280555725,0.000100000005,0.7594448924064636,0.7469736337661743
38,0.805748462677002,0.6174712777137756,0.000100000005,0.7417116165161133,0.800326406955719
39,0.8070987462997437,0.6145155429840088,0.000100000005,0.7586738467216492,0.7660787105560303
40,0.8090277910232544,0.6115542054176331,0.000100000005,0.7617579102516174,0.7720950841903687
41,0.8055555820465088,0.6174473762512207,0.000100000005,0.7671549916267395,0.7469384074211121
42,0.8097993731498718,0.6148773431777954,0.000100000005,0.760986864566803,0.7663273811340332
43,0.8155864477157593,0.5916412472724915,1.0000001e-05,0.7656129598617554,0.7285110354423523
44,0.8161651492118835,0.5860275030136108,1.0000001e-05,0.7694680094718933,0.7187840938568115
45,0.8175154328346252,0.5797938704490662,1.0000001e-05,0.7671549916267395,0.716647207736969
46,0.8204089403152466,0.5814108848571777,1.0000001e-05,0.7671549916267395,0.719200074672699
47,0.8202160596847534,0.5725628137588501,1.0000001e-05,0.7671549916267395,0.718018114566803
48,0.8184799551963806,0.5834957957267761,1.0000001e-05,0.7740940451622009,0.715483546257019
49,0.8207947611808777,0.5816181302070618,1.0000001e-05,0.7710100412368774,0.7204025983810425
50,0.8238811492919922,0.5702313780784607,1.0000001e-05,0.7764071226119995,0.718113899230957
51,0.8263888955116272,0.5668981671333313,1.0000001e-05,0.7733230590820312,0.7217147946357727
52,0.8238811492919922,0.5690248012542725,1.0000001e-05,0.7686969637870789,0.7143420577049255
53,0.8215663433074951,0.5725431442260742,1.0000001e-05,0.770238995552063,0.7219458818435669
54,0.8206018805503845,0.5765862464904785,1.0000001e-05,0.7694680094718933,0.7286681532859802
55,0.8175154328346252,0.579980194568634,1.0000001e-05,0.7679259777069092,0.721903383731842
56,0.8252314925193787,0.5675919055938721,1.0000001e-05,0.7725520133972168,0.7146218419075012
57,0.8238811492919922,0.5690831542015076,1.0000001e-05,0.7686969637870789,0.7226637601852417
58,0.8198302388191223,0.5715818405151367,1.0000001e-05,0.7686969637870789,0.7150748372077942
59,0.8242669701576233,0.5656250715255737,1.0000001e-05,0.7740940451622009,0.7120473980903625
60,0.8254243731498718,0.5603917241096497,1.0000001e-05,0.7779490947723389,0.7113107442855835
61,0.8202160596847534,0.5689947605133057,1.0000001e-05,0.7756360769271851,0.7146960496902466
62,0.8260030746459961,0.5734713077545166,1.0000001e-05,0.7764071226119995,0.7093436121940613
63,0.8252314925193787,0.5660876631736755,1.0000001e-05,0.7717810273170471,0.7136965394020081
64,0.8242669701576233,0.5667281150817871,1.0000001e-05,0.7671549916267395,0.720563530921936
65,0.823688268661499,0.5718541741371155,1.0000001e-05,0.7679259777069092,0.7210142612457275
66,0.830053985118866,0.557720422744751,1.0000001e-05,0.7756360769271851,0.7104360461235046
67,0.8265817761421204,0.5583838820457458,1.0000001e-05,0.7717810273170471,0.7183340191841125
68,0.8252314925193787,0.5583285093307495,1.0000001e-05,0.779491126537323,0.7048504948616028
69,0.8190586566925049,0.5698308348655701,1.0000001e-05,0.7671549916267395,0.7126009464263916
70,0.8234953880310059,0.5615332126617432,1.0000001e-05,0.770238995552063,0.7187187075614929
71,0.8304398059844971,0.5471673607826233,1.0000001e-05,0.7725520133972168,0.7131831645965576
72,0.8296682238578796,0.5458165407180786,1.0000001e-05,0.7694680094718933,0.7163943648338318
73,0.8254243731498718,0.5594656467437744,1.0000001e-05,0.7686969637870789,0.719257116317749
74,0.8275462985038757,0.5513506531715393,1.0000001e-05,0.7694680094718933,0.7140256762504578
75,0.8319830298423767,0.5561187863349915,1.0000001e-05,0.7686969637870789,0.7212445139884949
76,0.8306326866149902,0.5532941222190857,1.0000001e-05,0.7756360769271851,0.7132858037948608
77,0.8277391791343689,0.5473840236663818,1.0000001e-06,0.7733230590820312,0.714631199836731
78,0.8233024477958679,0.5493558049201965,1.0000001e-06,0.7725520133972168,0.7143819332122803
